,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13
_2000_Dirk Nowitzki,3.9806982176967085,0.18656788923589698,-1.034061178052035,-0.06223184598212045,0.5103296790456326,-0.5632643031202271,0.6083211238314343,0.4918769999271389,-0.47209126074810787,-0.4959305741445263,0.4547144799044788,1.0619660034727414,-0.13503800322976947
_2000_Jamal Mashburn,3.9004724198235556,-0.25000831315248484,-0.981318941353108,0.4980316023210565,0.6060586906749498,-0.42715773773884463,0.29625463566570387,0.46535728791196057,-0.08545597674943063,-0.5327406786534878,0.7011635392844422,1.0139149014448128,-0.1737608530393801
_2000_Bo Outlaw,2.728229738130104,1.5357270592943657,-1.0435845799833734,1.394931914968873,-0.17244231026281387,-0.6153402664505878,1.1849960995034745,0.5592341474090051,-0.10904817650630205,-0.32911472404187586,0.36946088210000155,0.7706042440194084,-0.35431252819847747
_2000_Mitch Richmond,3.5925309850844824,-0.4532499312315458,-0.34036719387855724,-0.00017464088909782682,0.556019106564839,-0.8376670047281125,0.42733120612489583,0.4117549522934437,-0.28954124263520015,-0.2332938242491806,0.6716414043531539,1.1944764268592927,-0.6040581814843311
_2000_Maurice Taylor,3.136700945802752,0.9297077453991757,0.35156593106154044,-0.38831874081178597,0.029458543528503196,-0.687863215968322,0.4527942272050394,0.6213131001460512,-0.2329651559488083,-0.19715354908515487,0.4125437181912658,0.8915951464730546,0.028913109837349914
_2000_Bryon Russell,3.683789965270564,0.06295650002588249,-1.5171178378891699,0.5546331605164458,0.5113584643538556,-0.4442455179107725,0.19974742584676541,0.46020187821265435,-0.1184916161839051,-0.2107206328488306,0.5857294624970872,1.1569780800880853,-0.6496309221238125
_2000_Terrell Brandon,4.068982390510802,-0.3920302265563102,-0.25395974245474573,1.5753067747638627,0.38744697247920357,-0.39747192006018034,0.5389764307976936,0.8747513505537354,-0.5307728700390872,-0.43605235665684033,0.4594410454001886,0.9093174665162016,-0.35928268799041496
_2000_Chris Whitney,2.569971506867922,-0.7791616478625648,-0.5660345945896509,0.6191273169276552,0.30837963702453536,-0.6393765515488631,0.8041883377638167,0.6053644674904249,-0.5628865343875546,-1.008327742696234,0.7993808500693964,1.0347285555394756,-0.3405835215807843
_2000_Anfernee Hardaway,3.6895710299426225,0.29173424666214737,-0.49089128048033925,1.1814011185885913,0.7482153200758742,-0.3732312339261705,0.42941020936139557,0.6283573505944932,-0.30757927892890613,-0.11923353346886728,0.41961791459116005,1.1001505923245112,-0.294433710135204
_2000_Ron Mercer,3.2354340756586195,0.1233585967786151,-0.21843069032194037,0.3442945998686775,0.5104780848946385,-0.8426278283086507,0.11363039254978595,0.4009264627941766,-0.4175746063241438,0.15635965255136464,0.3409850223031035,0.8261903605664083,-0.15756230611267746
_2000_Christian Laettner,3.3598570189046804,1.1117954770529868,-0.5106091954265893,0.4582306916003012,0.12640753576256905,-0.7232447377963905,0.5796325032423136,0.3903025521969707,-0.8034612497233574,-0.17713225278419142,0.568858400059512,1.3745743603179716,-0.10979868790106045
_2000_Derek Anderson,3.3467944141711286,-0.12605966940471303,0.39140544583223735,-0.24209205533480718,0.17248161707022794,-0.7840286736439681,0.7374808822796854,0.6906682752755229,-0.36117962649738156,-0.39207545590071957,0.525667351100098,1.150794923437272,-0.5359189936485574
_2000_Derrick Coleman,3.9019300934245513,1.0893127495446786,-0.533619795943276,0.18338373368208052,0.8424759280314169,-0.15975945899577837,0.34585384862360774,0.547120959091199,-0.7772518826371188,-0.5703631144981434,0.720879986386134,0.8703847373587983,0.11166788245854783
_2000_Chucky Atkins,2.6022451985179638,-0.5475478439565244,-0.27238790017923065,0.7493115609683988,0.46807412963086387,-0.781575796474952,0.7805292499113846,0.18467643718395688,-0.7196034416906899,-0.5958355299062424,0.681428391432418,0.6427600708413699,-0.09807086459765718
_2000_Jim Jackson,3.6289791584562767,-0.30326751687051956,-0.47977342085758184,-0.3569640069069039,0.27218101704247566,-0.5668817508103066,0.4018717686353954,0.5502476310794181,-0.33860791859674766,-0.7755130805381146,0.5789561766072187,0.9506199414131402,-0.22114270446013523
_2000_Bonzi Wells,2.3893612183959085,0.5004330397518676,-0.5729783470782728,0.9180159054891157,0.9715572468102126,-0.705889767488922,0.35314813964134084,0.48150105153118783,-0.2540771522038675,-0.25712328099041054,1.204439658121849,0.9991515449090023,-0.6860137261248109
_2000_Vin Baker,3.775278837312345,1.3170410481434867,-0.40366029730228736,0.2746601110535692,0.29045818503187126,-0.6767030103773323,0.053895109131966705,0.36266278520558265,-0.4135833955794737,-0.1197629830600483,0.6394131011401372,0.9222265294917373,0.14896709610339917
_2000_Darrell Armstrong,4.079285965918853,-0.8520763904347333,-0.40126423777335485,0.7376178952761089,0.39207912885951324,-0.5015865164269465,1.0857783671482188,0.15352350341479562,-0.5629558894410213,-0.7332049367341072,0.48796317617368523,1.132737284626923,-0.7414931350774091
_2000_Lamar Odom,4.153509736604871,0.7823349349184645,0.1753921005241578,0.014658027309368243,-0.13528841425075036,-0.16229157554058224,0.8358219385374602,0.43274959486226633,-0.5499071166962516,-0.5648643059918343,0.8728686733832074,1.1083074247063172,-0.08969472154525816
_2000_David Wesley,3.5395400652862925,-0.5780696303946612,-0.5921453246831347,0.8649295793211761,0.15070863421387676,-0.6226478109109675,0.5592520858011575,0.43997443879284376,-0.3839573338525512,-0.4597124076248859,0.4858344618589363,0.8853224501892487,-0.3325749921080131
_2000_Rasheed Wallace,3.8022160113611205,1.1870316734134507,-1.017070046681962,0.8256297262135208,0.6739729039057435,-0.6753888529368648,0.010692619451145205,0.541109356094283,-0.2273929244349906,-0.13893950991584825,0.5130680091475446,0.7681558459971117,-0.17570925954815103
_2000_Nick Van Exel,4.130122802200004,-0.88622709699378,-0.253378328425812,0.6589518050150552,0.1039252390483118,-0.18945810704915242,0.7608376370633073,0.49641630615628196,-0.41821745555905177,-1.1548972408086298,0.39289895535971864,0.7374069862898484,0.03230803056618302
_2000_Dikembe Mutombo,3.9144216344395923,2.9036051139625267,-0.7402759220497523,0.09947114555520242,-0.023058997132002046,-0.01630028140991147,0.5531204782071122,1.0736826095152654,-0.63072159961293,-0.9336994289220594,0.448633603639359,0.8747522965089746,0.22973300030711835
_2000_Chris Mills,2.2918181029376763,0.42875335703692863,0.19253147869729623,0.03610119169423429,1.139661349571015,-0.1572861159036006,0.39666927445825495,0.9597252935279741,-0.24116792868428744,-0.037311445085365394,0.021458628978034515,1.1461261457971395,-0.36888823942672866
_2000_Glen Rice,3.5400319479061575,-0.13740893930364137,-1.0949952976331614,0.5031149334266989,1.040714897610982,-0.8320655582770258,0.046515477623417484,0.3521911335968629,-0.5573100373402422,-0.32174186555744205,0.45523870621214024,1.0041624510515117,-0.13904406258377688
_2000_Larry Hughes,3.424571508792482,0.2773498090906518,0.1976959372783102,0.07750935694880094,0.19801519972014792,-0.7765274686743711,0.3914617158705897,0.027729762380893374,-0.6101329189973796,-0.19756232772432655,0.6209769629336592,0.8681381467887885,-0.595245418949492
_2000_Lamond Murray,3.4580427748269322,0.42679672195622104,-0.2874776798596447,-0.032124844673432254,0.3073179938764313,-0.5932211815534193,0.6596965466472574,0.32670938320877396,-0.524170035914392,-0.1231217973471306,0.607897485406471,1.0347594245913354,-0.44747132721388805
_2000_Cuttino Mobley,3.597484032810407,-0.3279427695521048,-0.5098225757959536,0.05539327104588951,0.5565341091445185,-0.8172220554378821,0.56125409808701,0.2937633859764559,-0.3889471515187954,-0.4842947378433404,0.6666244701895606,1.0699715457138501,-0.37266579044487974
_2000_John Wallace,1.6752074953671279,0.7967678696530439,-0.11744714178550546,0.31208890934358247,1.025390171100243,-1.0618900367773256,-0.03148530349787136,0.3926474182258991,-0.36623142904820427,-0.6659011981652003,0.7700790504817021,0.973253902174006,-0.22409784692566995
_2000_Tracy McGrady,3.7052780200685778,1.012614040088926,-0.3038497823611644,0.5605083886787753,0.42104140961541187,-0.5022923690200235,0.2628264545073069,0.42887007502155944,-0.4855343352844694,-0.21309926124188855,0.7019596301976918,0.7581493138547261,-0.35688892856109894
_2000_Patrick Ewing,3.366458413217699,1.8047221323979796,-0.4371680955259984,0.36223643476321943,0.8327707858735884,-0.20917881558527893,-0.10906577006812486,0.5281096975227032,-0.3135271439924181,-0.523953247531321,0.4652727715387467,1.0534983069827433,-0.026267950217042303
_2000_Vernon Maxwell,2.2658198377836727,-0.7896301173789582,-0.34474477508374635,-0.10148534215018301,1.1203818625983315,-0.2415882702884625,0.4472187445449784,0.11928712907311356,-0.26720647075813153,-0.4827359300505393,0.4896357554123394,0.8878874901800304,-0.45784117161998555
_2000_Eric Snow,3.1100231812139723,-0.13085615256838734,-0.3915471530064414,1.703928857986665,-0.6249878893162966,-0.45175384364981347,0.4386301565332797,0.6543877247985057,-0.4079020746795363,-0.3117285537574448,0.3832001073087342,1.0076735140695938,-0.27993725217416393
_2000_Steven Smith,3.5653064674423356,-0.04465299613496124,-1.3149657577206244,0.6416333646251424,0.8058054769640148,-0.8817861776775026,0.169003670956706,0.5610995005463087,-0.2287067196303019,-0.349915194492921,0.6354776120586355,1.1100533979021432,-0.3306846005519068
_2000_Juwan Howard,3.480729215272606,0.8649468138357137,-0.058132330849456876,0.2820718361472785,-0.19384775307699395,-0.9552266312844145,0.26666018905670325,0.3676378348646622,-0.26629400976213824,-0.39535602530767294,0.3617072359604716,1.0118003350516045,0.05805680267435767
_2000_Toni Kukoc,3.311407529073591,0.03545145812019739,-0.012284555364305005,0.7439379196939905,0.7211610879133795,-0.14784082002762686,0.3226277789975972,0.45820481584177186,-0.14343136082720143,-0.5302663707796627,0.6799141460181034,0.9678598705940559,-0.4797024543977085
_2000_Mike Bibby,3.9577402152571484,-0.38627995149091476,0.12763772021737396,0.7079551632760255,-0.4980742231358569,-0.47079160641084805,0.8279114725897689,0.8633666257567486,-0.3275460681575346,-0.7661241838420618,0.6339025137522206,0.7885054505314346,-0.3307376905466453
_2000_Greg Anthony,2.3422450859998567,-0.6366417548436037,-1.2123258422536634,0.9920654427272486,0.5809621393445474,-0.49726823180368634,0.259357345443632,0.5563711935244462,-0.25505980743986056,-0.8623515242663509,0.9607005478663951,0.9979764129874884,-0.40387176904946703
_2000_Charles Barkley,2.513015085255779,1.3083088133308578,0.11984852425108787,0.4257203984295837,1.3341094867124057,0.23053164494082876,0.7966441325588139,0.9522195137405818,-0.25236228174231495,-0.41136245035806446,0.26687588757373065,1.0563588592478452,-0.3549578949783498
_2000_Jason Kidd,4.263741070500649,0.020870178867158803,-0.08817270703142993,1.726253941749674,0.1470349902207056,0.43490443449629584,0.7205219406626956,0.6253292343422612,-0.7679887794507336,-0.8345929193188693,0.37039701075835385,0.9803955007488693,-0.3022230173380661
_2000_Donyell Marshall,3.4443908071783036,1.0365099450978321,-0.04093346883312866,-0.38202765070057654,0.17922628174893798,0.248505382204668,0.6422654144895928,0.6696039732745191,-0.8841292497590126,-0.6084203452051179,0.3884313029806202,0.9840852744135691,-0.43292104316296137
_2000_Howard Eisley,2.6991958897198587,-0.46190093351849315,-0.6578233416940445,0.8952256563223004,0.08946258684746103,-0.6569869979725776,0.20021330795162734,0.6643051811871721,-0.3143752795274456,-0.7193086497114348,0.8502458419852786,1.073381227724329,-0.07794506777372684
_2000_Kenny Anderson,3.5443600355244995,-0.4822005888349704,-0.5885550352712793,0.7668207262723701,0.09912514383241555,-0.6634825470151601,0.7452688127582447,0.4746945117064453,-0.440340355124817,-0.2729151689708427,0.4531930815893348,0.961207658212931,-0.6116703768771028
_2000_John Starks,2.593452246076106,-0.8557403551986738,-0.1504509925213983,0.2353113894568774,0.7066845915097005,-0.011354812050376762,0.6103117103686163,0.684476810205016,-0.1485437122505193,-0.496950557218304,0.20380088587906625,1.1597079090266313,-0.179331226687768
_2000_Jerome Williams,2.95844710431309,2.217085248629713,-0.9790969437292929,0.638365269612818,0.3298311276393941,-0.45195617918289444,0.8497224386942684,0.5572399685098401,-0.6891221235525264,-0.5703298094569083,0.2597699032816082,0.8974652059943415,-0.7983143332487105
_2000_Bob Sura,3.3454766101011004,-0.44844158447753346,-0.5754805512346852,0.13381922833349974,0.3321374154458898,-0.4034105542744597,1.1311864440044144,0.2786160251374434,-0.29666820571156133,-0.5914981925168623,0.5984337673350019,1.005173962951735,-0.40315121534876636
_2000_Rodney Rogers,3.5814563086474784,0.3637190458781426,-1.3765176321233563,0.5760121244108702,0.7801598193246114,-0.4095221014743409,0.8090123765120891,0.10022889489185437,-0.26863062165660834,-0.3801460997172837,0.9748694725192675,1.105842267216372,-0.3664235294503984
_2000_John Stockton,3.7619924157780202,-0.31154664847924085,-0.46326043169447934,2.1436872402223552,0.30951886869545203,-0.6734081985615618,0.6042944486657178,0.9155809510076287,-0.5059547386142288,-0.6076979800647652,0.733762795282011,1.0350364275042618,-0.5149721268896821
_2000_Tom Gugliotta,3.0139095258242143,1.1575602046490097,-0.5737606489911456,0.8705203566301678,0.7516549729196732,-0.29473609386920074,0.2868214005516613,0.6196514548731379,-0.35459625502726194,-0.1273796639048253,0.1582024181852602,1.1367304982791024,-0.47303763692772643
_2000_Johnny Newman,2.5503297670663367,-0.1892765637588111,-0.8058008542425541,-0.005848752512976993,0.6205347507891525,-1.0520944557659189,0.39151000417832227,0.42989237899596217,-0.46601247254173833,-0.3743918401755793,0.832230287048442,1.1179096651774134,-0.35642922625794904
_2000_Bobby Phills,2.2811716666288837,-0.3477313766614303,-0.29449326326495257,0.4927045795636477,1.0803029868092977,-0.24213401424364944,0.8584945013192381,0.6557769405919989,-0.0472942119367252,0.006523788753217501,0.2426052242216442,1.0524118367876214,-0.34620988038163714
_2000_Tim Hardaway,3.206635239860115,-0.9390084206336787,-0.5030518771632889,1.057182708044374,0.8395599050732041,0.0016295933376028957,0.449596655152733,0.7068223575667314,-0.05027190636486581,-0.9537625478680821,0.5676818134230197,1.088520085567501,-0.11262053192205726
_2000_Tyrone Nesby,2.940402723408396,-0.27217680617273854,-0.34370806839360707,-0.7184163063689089,-0.04061797348972018,-0.5832365895542275,0.6173322482874449,0.4930313278501651,-0.24510466489669747,-0.4759919321143456,0.47571677578058663,1.0171343058022255,-0.46696430713240794
_2000_Othella Harrington,3.2263634667946617,1.4416263496019157,-0.1316190252010486,-0.1197255957461327,-0.09605503631985993,-1.0886386797732917,0.32377418799804564,0.6355657264821807,-0.25840023791181616,-0.6126655649694731,0.5900210917900502,1.190302479822399,0.07701661214531717
_2000_Kendall Gill,3.1123594779138024,0.16486518721129112,-0.3705612122095613,0.4694723581115452,0.039733618087561144,-0.6356225876286786,0.3181133081993247,0.3750165371645268,-0.38429625959670993,0.12827941723862465,0.28932645154915776,0.8680335002453377,-0.7611479265225406
